city;district;roomCount;houseSize;elevator;isInsideSite;hasSecurity;hasParking;aidat;rent;buildAge
Istanbul;Üsküdar;4+1;95;True;True;True;True;2300;65000;6
Istanbul;Üsküdar;4+1;100;True;True;True;True;2500;71500;3
Istanbul;Üsküdar;4+1;110;True;True;True;True;2100;68000;14
Istanbul;Üsküdar;4+1;120;True;False;False;True;1000;55500;24
Istanbul;Üsküdar;4+1;95;True;False;False;True;1100;57500;23
Istanbul;Üsküdar;4+1;90;False;False;False;True;800;50500;26
Istanbul;Üsküdar;4+1;100;False;False;False;True;800;51000;28
Istanbul;Üsküdar;4+1;100;False;False;False;False;0;46000;30
Istanbul;Üsküdar;4+1;110;False;False;False;False;0;49000;29
Istanbul;Üsküdar;4+1;120;False;False;False;False;0;51000;26
Istanbul;Üsküdar;4+1;105;False;False;False;False;0;48500;27
Istanbul;Üsküdar;4+1;95;True;True;True;True;2600;60000;18
Istanbul;Üsküdar;4+1;105;True;True;True;True;3000;53500;27
Istanbul;Üsküdar;4+1;90;True;True;True;True;3800;62500;10
Istanbul;Üsküdar;4+1;120;True;True;True;True;3900;61500;17
Istanbul;Üsküdar;4+1;100;True;True;True;True;3900;63000;14
Istanbul;Üsküdar;4+1;105;True;True;True;True;4000;61500;18
Istanbul;Üsküdar;4+1;120;True;True;True;True;4100;68000;12
Istanbul;Üsküdar;4+1;90;True;True;True;True;4200;71500;8
Istanbul;Üsküdar;4+1;95;True;True;True;True;4300;76000;5
Istanbul;Üsküdar;4+1;100;True;True;True;True;4000;53500;25
Istanbul;Sarıyer;1+1;55;False;False;False;False;0;7500;30
Istanbul;Sarıyer;1+1;60;False;False;False;False;0;9500;30
Istanbul;Sarıyer;1+1;50;False;False;False;False;0;12500;28
Istanbul;Sarıyer;1+1;55;False;False;False;False;0;14500;25
Istanbul;Sarıyer;1+1;65;False;False;False;False;0;16000;25
Istanbul;Sarıyer;1+1;50;True;False;False;False;0;16500;25
Istanbul;Sarıyer;1+1;60;False;False;False;False;0;17500;24
Istanbul;Sarıyer;1+1;60;True;False;False;False;100;21500;20
Istanbul;Sarıyer;1+1;60;True;False;False;True;2100;28500;18
Istanbul;Sarıyer;1+1;60;True;False;False;True;200;29000;16
Istanbul;Sarıyer;1+1;57;True;True;True;True;2200;32000;15
Istanbul;Sarıyer;1+1;55;True;True;True;True;1000;32000;11
Istanbul;Sarıyer;1+1;55;True;True;True;True;3000;44500;5
Istanbul;Sarıyer;1+1;41;True;True;True;True;4120;25000;10
Istanbul;Sarıyer;1+1;45;True;True;True;True;4500;32500;9
Istanbul;Sarıyer;1+1;50;True;True;True;True;1000;32000;14
Istanbul;Sarıyer;1+1;45;True;True;True;True;2800;32000;8
Istanbul;Sarıyer;1+1;50;True;True;True;True;2500;36500;2
Istanbul;Sarıyer;1+1;55;True;True;True;True;2500;47000;5
Istanbul;Sarıyer;1+1;60;True;True;True;True;5200;44500;5
Istanbul;Sarıyer;1+1;55;True;True;True;True;5000;44500;4
Istanbul;Sarıyer;1+1;65;False;False;False;False;0;19000;28
Istanbul;Sarıyer;1+1;75;False;False;False;False;100;20500;19
Istanbul;Sarıyer;1+1;65;False;False;False;False;500;24500;11
Istanbul;Sarıyer;1+1;65;False;False;False;False;200;24000;4
Istanbul;Sarıyer;1+1;55;False;True;True;True;5000;41500;5
Istanbul;Sarıyer;1+1;70;False;False;False;False;500;28000;15
Istanbul;Sarıyer;1+1;45;False;False;False;False;300;29500;7
Istanbul;Sarıyer;1+1;55;False;False;False;False;500;36500;5
Istanbul;Sarıyer;2+1;80;True;False;False;False;0;11000;16
Istanbul;Sarıyer;2+1;55;True;False;False;False;300;13000;12
Istanbul;Sarıyer;2+1;70;True;False;False;False;500;15500;4
Istanbul;Sarıyer;2+1;75;False;False;False;False;150;17000;21
Istanbul;Sarıyer;2+1;70;False;False;False;False;0;17000;10
Istanbul;Sarıyer;2+1;75;False;False;False;False;500;20500;26
Istanbul;Sarıyer;2+1;60;True;False;False;False;500;21000;15
Istanbul;Sarıyer;2+1;65;False;False;False;False;0;22500;20
Istanbul;Sarıyer;2+1;70;True;False;False;False;0;25000;20
Istanbul;Sarıyer;2+1;75;False;False;False;False;0;20000;27
Istanbul;Sarıyer;2+1;80;False;False;False;False;0;21000;26
Istanbul;Sarıyer;2+1;85;False;False;False;False;0;24500;19
Istanbul;Sarıyer;2+1;60;False;False;False;False;0;21500;23
Istanbul;Sarıyer;2+1;65;False;False;False;False;0;20500;18
Istanbul;Sarıyer;2+1;70;False;False;False;False;0;23500;17
Istanbul;Sarıyer;2+1;75;True;True;True;True;1200;30000;15
Istanbul;Sarıyer;2+1;80;True;True;True;True;1500;32000;9
Istanbul;Sarıyer;2+1;85;True;True;True;True;2100;35500;7
Istanbul;Sarıyer;2+1;60;True;True;True;True;1200;29000;16
Istanbul;Sarıyer;2+1;65;True;True;True;True;1300;30000;14
Istanbul;Sarıyer;2+1;70;True;True;True;True;1400;31000;12
Istanbul;Sarıyer;2+1;75;True;True;True;True;1600;32500;9
Istanbul;Sarıyer;2+1;80;True;True;True;True;1700;34500;9
Istanbul;Sarıyer;2+1;85;True;True;True;True;2500;41500;8
Istanbul;Sarıyer;2+1;60;True;True;True;True;2000;36500;5
Istanbul;Sarıyer;2+1;65;True;True;True;True;2600;40500;5
Istanbul;Sarıyer;2+1;70;True;True;True;True;3000;52500;4
Istanbul;Sarıyer;2+1;75;True;True;True;True;3200;54000;4
Istanbul;Sarıyer;2+1;55;True;True;True;True;1250;35500;15
Istanbul;Sarıyer;2+1;60;True;True;True;True;1600;40500;12
Istanbul;Sarıyer;3+1;65;True;False;False;False;800;29500;18
Istanbul;Sarıyer;3+1;70;True;False;False;False;700;32500;15
Istanbul;Sarıyer;3+1;75;False;False;False;False;0;29500;18
Istanbul;Sarıyer;3+1;80;False;False;False;False;0;27000;27
Istanbul;Sarıyer;3+1;85;False;False;False;False;0;26000;30
Istanbul;Sarıyer;3+1;90;False;False;False;False;0;34000;25
Istanbul;Sarıyer;3+1;95;False;False;False;False;0;38500;20
Istanbul;Sarıyer;3+1;60;False;False;False;False;0;25000;21
Istanbul;Sarıyer;3+1;65;False;False;False;True;500;26000;18
Istanbul;Sarıyer;3+1;70;False;False;False;True;500;29000;24
Istanbul;Sarıyer;3+1;75;False;False;False;False;0;33500;21
Istanbul;Sarıyer;3+1;80;False;False;False;False;0;35500;17
Istanbul;Sarıyer;3+1;85;False;False;False;False;0;39500;14
Istanbul;Sarıyer;3+1;90;False;False;False;False;0;39500;19
Istanbul;Sarıyer;3+1;95;False;False;False;False;0;43000;14
Istanbul;Sarıyer;3+1;65;True;True;True;True;1600;40500;10
Istanbul;Sarıyer;3+1;70;True;True;True;True;1800;43500;8
Istanbul;Sarıyer;3+1;75;True;True;True;True;1800;42000;11
Istanbul;Sarıyer;3+1;80;True;True;True;True;2000;41000;18
Istanbul;Sarıyer;3+1;85;True;True;True;True;2100;33500;20
Istanbul;Sarıyer;3+1;90;True;True;True;True;2200;37500;17
Istanbul;Sarıyer;3+1;95;True;True;True;True;2400;38500;14
Istanbul;Sarıyer;3+1;100;True;True;True;True;2400;38500;15
Istanbul;Sarıyer;3+1;85;True;True;True;True;3000;41500;12
Istanbul;Sarıyer;3+1;90;True;True;True;True;3000;42000;10
Istanbul;Sarıyer;3+1;95;True;True;True;True;3000;42500;11
Istanbul;Sarıyer;3+1;85;True;True;True;True;3200;42500;10
Istanbul;Sarıyer;3+1;90;True;True;True;True;3400;50500;7
Istanbul;Sarıyer;3+1;95;True;True;True;True;3000;45000;12
Istanbul;Sarıyer;3+1;80;True;True;True;True;3100;42500;16
Istanbul;Sarıyer;4+1;95;True;True;True;True;2800;66500;7
Istanbul;Sarıyer;4+1;100;True;True;True;True;2700;63000;10
Istanbul;Sarıyer;4+1;110;True;True;True;True;2400;61500;14
Istanbul;Sarıyer;4+1;85;True;True;True;True;1900;58500;21
Istanbul;Sarıyer;4+1;90;True;True;True;True;2700;63500;9
Istanbul;Sarıyer;4+1;95;True;True;True;True;2600;63500;10
Istanbul;Sarıyer;4+1;100;True;True;True;True;2600;70500;7
Istanbul;Sarıyer;4+1;110;True;True;True;True;2600;61500;16
Istanbul;Sarıyer;4+1;90;True;True;True;True;2400;66000;6
Istanbul;Sarıyer;4+1;95;True;True;True;True;2300;66000;6
Istanbul;Sarıyer;4+1;100;True;True;True;True;2500;72500;3
Istanbul;Sarıyer;4+1;110;True;True;True;True;2100;69500;14
Istanbul;Sarıyer;4+1;120;True;False;False;True;1000;55500;24
Istanbul;Sarıyer;4+1;95;True;False;False;True;1100;57500;23
Istanbul;Sarıyer;4+1;90;False;False;False;True;800;51500;26
Istanbul;Sarıyer;4+1;100;False;False;False;True;800;51500;28
Istanbul;Sarıyer;4+1;100;False;False;False;False;0;47000;30
Istanbul;Sarıyer;4+1;110;False;False;False;False;0;50500;29
Istanbul;Sarıyer;4+1;120;False;False;False;False;0;52500;26
Istanbul;Sarıyer;4+1;105;False;False;False;False;0;48500;27
Istanbul;Sarıyer;4+1;95;True;True;True;True;2600;60500;18
Istanbul;Sarıyer;4+1;105;True;True;True;True;3000;54500;27
Istanbul;Sarıyer;4+1;90;True;True;True;True;3800;63000;10
Istanbul;Sarıyer;4+1;120;True;True;True;True;3900;62000;17
Istanbul;Sarıyer;4+1;100;True;True;True;True;3900;64500;14
Istanbul;Sarıyer;4+1;105;True;True;True;True;4000;61500;18
Istanbul;Sarıyer;4+1;120;True;True;True;True;4100;68500;12
Istanbul;Sarıyer;4+1;90;True;True;True;True;4200;71500;8
Istanbul;Sarıyer;4+1;95;True;True;True;True;4300;77000;5
Istanbul;Sarıyer;4+1;100;True;True;True;True;4000;53500;25
Istanbul;Fatih;1+1;55;False;False;False;False;0;5500;30
Istanbul;Fatih;1+1;60;False;False;False;False;0;7000;30
Istanbul;Fatih;1+1;50;False;False;False;False;0;11500;28
Istanbul;Fatih;1+1;55;False;False;False;False;0;12500;25
Istanbul;Fatih;1+1;65;False;False;False;False;0;13000;25
Istanbul;Fatih;1+1;50;True;False;False;False;0;14500;25
Istanbul;Fatih;1+1;60;False;False;False;False;0;15500;24
Istanbul;Fatih;1+1;60;True;False;False;False;100;19500;20
Istanbul;Fatih;1+1;60;True;False;False;True;2100;26000;18
Istanbul;Fatih;1+1;60;True;False;False;True;200;27000;16
Istanbul;Fatih;1+1;57;True;True;True;True;2200;30500;15
Istanbul;Fatih;1+1;55;True;True;True;True;1000;30000;11
Istanbul;Fatih;1+1;55;True;True;True;True;3000;42500;5
Istanbul;Fatih;1+1;41;True;True;True;True;4120;22500;10
Istanbul;Fatih;1+1;45;True;True;True;True;4500;30500;9
Istanbul;Fatih;1+1;50;True;True;True;True;1000;30500;14
Istanbul;Fatih;1+1;45;True;True;True;True;2800;30000;8
Istanbul;Fatih;1+1;50;True;True;True;True;2500;34500;2
Istanbul;Fatih;1+1;55;True;True;True;True;2500;45500;5
Istanbul;Fatih;1+1;60;True;True;True;True;5200;42000;5
Istanbul;Fatih;1+1;55;True;True;True;True;5000;42500;4
Istanbul;Fatih;1+1;65;False;False;False;False;0;17000;28
Istanbul;Fatih;1+1;75;False;False;False;False;100;18000;19
Istanbul;Fatih;1+1;65;False;False;False;False;500;22000;11
Istanbul;Fatih;1+1;65;False;False;False;False;200;22000;4
Istanbul;Fatih;1+1;55;False;True;True;True;5000;39500;5
Istanbul;Fatih;1+1;70;False;False;False;False;500;26500;15
Istanbul;Fatih;1+1;45;False;False;False;False;300;27500;7
Istanbul;Fatih;1+1;55;False;False;False;False;500;34500;5
Istanbul;Fatih;2+1;80;True;False;False;False;0;9500;16
Istanbul;Fatih;2+1;55;True;False;False;False;300;11500;12
Istanbul;Fatih;2+1;70;True;False;False;False;500;14000;4
Istanbul;Fatih;2+1;75;False;False;False;False;150;15000;21
Istanbul;Fatih;2+1;70;False;False;False;False;0;16000;10
Istanbul;Fatih;2+1;75;False;False;False;False;500;18500;26
Istanbul;Fatih;2+1;60;True;False;False;False;500;19500;15
Istanbul;Fatih;2+1;65;False;False;False;False;0;20000;20
Istanbul;Fatih;2+1;70;True;False;False;False;0;23000;20
Istanbul;Fatih;2+1;75;False;False;False;False;0;18500;27
Istanbul;Fatih;2+1;80;False;False;False;False;0;18500;26
Istanbul;Fatih;2+1;85;False;False;False;False;0;22000;19
Istanbul;Fatih;2+1;60;False;False;False;False;0;19500;23
Istanbul;Fatih;2+1;65;False;False;False;False;0;18500;18
Istanbul;Fatih;2+1;70;False;False;False;False;0;20500;17
Istanbul;Fatih;2+1;75;True;True;True;True;1200;28000;15
Istanbul;Fatih;2+1;80;True;True;True;True;1500;30000;9
Istanbul;Fatih;2+1;85;True;True;True;True;2100;33500;7
Istanbul;Fatih;2+1;60;True;True;True;True;1200;26500;16
Istanbul;Fatih;2+1;65;True;True;True;True;1300;28500;14
Istanbul;Fatih;2+1;70;True;True;True;True;1400;28500;12
Istanbul;Fatih;2+1;75;True;True;True;True;1600;30000;9
Istanbul;Fatih;2+1;80;True;True;True;True;1700;32500;9
Istanbul;Fatih;2+1;85;True;True;True;True;2500;39500;8
Istanbul;Fatih;2+1;60;True;True;True;True;2000;34500;5
Istanbul;Fatih;2+1;65;True;True;True;True;2600;38000;5
Istanbul;Fatih;2+1;70;True;True;True;True;3000;50500;4
Istanbul;Fatih;2+1;75;True;True;True;True;3200;52000;4
Istanbul;Fatih;2+1;55;True;True;True;True;1250;34000;15
Istanbul;Fatih;2+1;60;True;True;True;True;1600;38500;12
Istanbul;Fatih;3+1;65;True;False;False;False;800;27500;18
Istanbul;Fatih;3+1;70;True;False;False;False;700;30500;15
Istanbul;Fatih;3+1;75;False;False;False;False;0;27500;18
Istanbul;Fatih;3+1;80;False;False;False;False;0;24500;27
Istanbul;Fatih;3+1;85;False;False;False;False;0;24000;30
Istanbul;Fatih;3+1;90;False;False;False;False;0;32500;25
Istanbul;Fatih;3+1;95;False;False;False;False;0;37500;20
Istanbul;Fatih;3+1;60;False;False;False;False;0;23500;21
Istanbul;Fatih;3+1;65;False;False;False;True;500;24500;18
Istanbul;Fatih;3+1;70;False;False;False;True;500;26500;24
Istanbul;Fatih;3+1;75;False;False;False;False;0;31000;21
Istanbul;Fatih;3+1;80;False;False;False;False;0;34500;17
Istanbul;Fatih;3+1;85;False;False;False;False;0;36500;14
Istanbul;Fatih;3+1;90;False;False;False;False;0;36500;19
Istanbul;Fatih;3+1;95;False;False;False;False;0;41000;14
Istanbul;Fatih;3+1;65;True;True;True;True;1600;39500;10
Istanbul;Fatih;3+1;70;True;True;True;True;1800;41000;8
Istanbul;Fatih;3+1;75;True;True;True;True;1800;39500;11
Istanbul;Fatih;3+1;80;True;True;True;True;2000;38500;18
Istanbul;Fatih;3+1;85;True;True;True;True;2100;31500;20
Istanbul;Fatih;3+1;90;True;True;True;True;2200;34500;17
Istanbul;Fatih;3+1;95;True;True;True;True;2400;36500;14
Istanbul;Fatih;3+1;100;True;True;True;True;2400;36000;15
Istanbul;Fatih;3+1;85;True;True;True;True;3000;39000;12
Istanbul;Fatih;3+1;90;True;True;True;True;3000;39500;10
Istanbul;Fatih;3+1;95;True;True;True;True;3000;40000;11
Istanbul;Fatih;3+1;85;True;True;True;True;3200;41500;10
Istanbul;Fatih;3+1;90;True;True;True;True;3400;48000;7
Istanbul;Fatih;3+1;95;True;True;True;True;3000;42500;12
Istanbul;Fatih;3+1;80;True;True;True;True;3100;40000;16
Istanbul;Fatih;4+1;95;True;True;True;True;2800;65500;7
Istanbul;Fatih;4+1;100;True;True;True;True;2700;60500;10
Istanbul;Fatih;4+1;110;True;True;True;True;2400;60000;14
Istanbul;Fatih;4+1;85;True;True;True;True;1900;57000;21
Istanbul;Fatih;4+1;90;True;True;True;True;2700;62500;9
Istanbul;Fatih;4+1;95;True;True;True;True;2600;62000;10
Istanbul;Fatih;4+1;100;True;True;True;True;2600;68500;7
Istanbul;Fatih;4+1;110;True;True;True;True;2600;58500;16
Istanbul;Fatih;4+1;90;True;True;True;True;2400;64500;6
Istanbul;Fatih;4+1;95;True;True;True;True;2300;63500;6
Istanbul;Fatih;4+1;100;True;True;True;True;2500;69500;3
Istanbul;Fatih;4+1;110;True;True;True;True;2100;66500;14
Istanbul;Fatih;4+1;120;True;False;False;True;1000;54500;24
Istanbul;Fatih;4+1;95;True;False;False;True;1100;56500;23
Istanbul;Fatih;4+1;90;False;False;False;True;800;49500;26
Istanbul;Fatih;4+1;100;False;False;False;True;800;49500;28
Istanbul;Fatih;4+1;100;False;False;False;False;0;45000;30
Istanbul;Fatih;4+1;110;False;False;False;False;0;47500;29
Istanbul;Fatih;4+1;120;False;False;False;False;0;50500;26
Istanbul;Fatih;4+1;105;False;False;False;False;0;47500;27
Istanbul;Fatih;4+1;95;True;True;True;True;2600;59500;18
Istanbul;Fatih;4+1;105;True;True;True;True;3000;51500;27
Istanbul;Fatih;4+1;90;True;True;True;True;3800;61500;10
Istanbul;Fatih;4+1;120;True;True;True;True;3900;60500;17
Istanbul;Fatih;4+1;100;True;True;True;True;3900;62500;14
Istanbul;Fatih;4+1;105;True;True;True;True;4000;60000;18
Istanbul;Fatih;4+1;120;True;True;True;True;4100;67000;12
Istanbul;Fatih;4+1;90;True;True;True;True;4200;70500;8
Istanbul;Fatih;4+1;95;True;True;True;True;4300;75500;5
Istanbul;Fatih;4+1;100;True;True;True;True;4000;51500;25
Istanbul;Bayrampaşa;1+1;55;False;False;False;False;0;6000;30
Istanbul;Bayrampaşa;1+1;60;False;False;False;False;0;7500;30
Istanbul;Bayrampaşa;1+1;50;False;False;False;False;0;11500;28
Istanbul;Bayrampaşa;1+1;55;False;False;False;False;0;13000;25
Istanbul;Bayrampaşa;1+1;65;False;False;False;False;0;14000;25
Istanbul;Bayrampaşa;1+1;50;True;False;False;False;0;15500;25
Istanbul;Bayrampaşa;1+1;60;False;False;False;False;0;15500;24
Istanbul;Bayrampaşa;1+1;60;True;False;False;False;100;20000;20
Istanbul;Bayrampaşa;1+1;60;True;False;False;True;2100;26500;18
Istanbul;Bayrampaşa;1+1;60;True;False;False;True;200;27000;16
Istanbul;Bayrampaşa;1+1;57;True;True;True;True;2200;30500;15
Istanbul;Bayrampaşa;1+1;55;True;True;True;True;1000;30000;11
Istanbul;Bayrampaşa;1+1;55;True;True;True;True;3000;42000;5
Istanbul;Bayrampaşa;1+1;41;True;True;True;True;4120;23000;10
Istanbul;Bayrampaşa;1+1;45;True;True;True;True;4500;30000;9
Istanbul;Bayrampaşa;1+1;50;True;True;True;True;1000;30000;14
Istanbul;Bayrampaşa;1+1;45;True;True;True;True;2800;30500;8
Istanbul;Bayrampaşa;1+1;50;True;True;True;True;2500;35000;2
Istanbul;Bayrampaşa;1+1;55;True;True;True;True;2500;45000;5
Istanbul;Bayrampaşa;1+1;60;True;True;True;True;5200;42500;5
Istanbul;Bayrampaşa;1+1;55;True;True;True;True;5000;43500;4
Istanbul;Bayrampaşa;1+1;65;False;False;False;False;0;17000;28
Istanbul;Bayrampaşa;1+1;75;False;False;False;False;100;18500;19
Istanbul;Bayrampaşa;1+1;65;False;False;False;False;500;22500;11
Istanbul;Bayrampaşa;1+1;65;False;False;False;False;200;22000;4
Istanbul;Bayrampaşa;1+1;55;False;True;True;True;5000;40000;5
Istanbul;Bayrampaşa;1+1;70;False;False;False;False;500;26500;15
Istanbul;Bayrampaşa;1+1;45;False;False;False;False;300;27500;7
Istanbul;Bayrampaşa;1+1;55;False;False;False;False;500;35500;5
Istanbul;Bayrampaşa;2+1;80;True;False;False;False;0;9500;16
Istanbul;Bayrampaşa;2+1;55;True;False;False;False;300;12000;12
Istanbul;Bayrampaşa;2+1;70;True;False;False;False;500;14000;4
Istanbul;Bayrampaşa;2+1;75;False;False;False;False;150;15500;21
Istanbul;Bayrampaşa;2+1;70;False;False;False;False;0;16000;10
Istanbul;Bayrampaşa;2+1;75;False;False;False;False;500;19000;26
Istanbul;Bayrampaşa;2+1;60;True;False;False;False;500;19000;15
Istanbul;Bayrampaşa;2+1;65;False;False;False;False;0;20500;20
Istanbul;Bayrampaşa;2+1;70;True;False;False;False;0;23500;20
Istanbul;Bayrampaşa;2+1;75;False;False;False;False;0;18000;27
Istanbul;Bayrampaşa;2+1;80;False;False;False;False;0;19500;26
Istanbul;Bayrampaşa;2+1;85;False;False;False;False;0;22500;19
Istanbul;Bayrampaşa;2+1;60;False;False;False;False;0;20000;23
Istanbul;Bayrampaşa;2+1;65;False;False;False;False;0;18500;18
Istanbul;Bayrampaşa;2+1;70;False;False;False;False;0;21000;17
Istanbul;Bayrampaşa;2+1;75;True;True;True;True;1200;28500;15
Istanbul;Bayrampaşa;2+1;80;True;True;True;True;1500;30000;9
Istanbul;Bayrampaşa;2+1;85;True;True;True;True;2100;34000;7
Istanbul;Bayrampaşa;2+1;60;True;True;True;True;1200;27500;16
Istanbul;Bayrampaşa;2+1;65;True;True;True;True;1300;28000;14
Istanbul;Bayrampaşa;2+1;70;True;True;True;True;1400;29500;12
Istanbul;Bayrampaşa;2+1;75;True;True;True;True;1600;30500;9
Istanbul;Bayrampaşa;2+1;80;True;True;True;True;1700;32000;9
Istanbul;Bayrampaşa;2+1;85;True;True;True;True;2500;40500;8
Istanbul;Bayrampaşa;2+1;60;True;True;True;True;2000;34500;5
Istanbul;Bayrampaşa;2+1;65;True;True;True;True;2600;38500;5
Istanbul;Bayrampaşa;2+1;70;True;True;True;True;3000;50000;4
Istanbul;Bayrampaşa;2+1;75;True;True;True;True;3200;52500;4
Istanbul;Bayrampaşa;2+1;55;True;True;True;True;1250;34000;15
Istanbul;Bayrampaşa;2+1;60;True;True;True;True;1600;38000;12
Istanbul;Bayrampaşa;3+1;65;True;False;False;False;800;27000;18
Istanbul;Bayrampaşa;3+1;70;True;False;False;False;700;30500;15
Istanbul;Bayrampaşa;3+1;75;False;False;False;False;0;28500;18
Istanbul;Bayrampaşa;3+1;80;False;False;False;False;0;25500;27
Istanbul;Bayrampaşa;3+1;85;False;False;False;False;0;24500;30
Istanbul;Bayrampaşa;3+1;90;False;False;False;False;0;32000;25
Istanbul;Bayrampaşa;3+1;95;False;False;False;False;0;37500;20
Istanbul;Bayrampaşa;3+1;60;False;False;False;False;0;23000;21
Istanbul;Bayrampaşa;3+1;65;False;False;False;True;500;24000;18
Istanbul;Bayrampaşa;3+1;70;False;False;False;True;500;27000;24
Istanbul;Bayrampaşa;3+1;75;False;False;False;False;0;31500;21
Istanbul;Bayrampaşa;3+1;80;False;False;False;False;0;34000;17
Istanbul;Bayrampaşa;3+1;85;False;False;False;False;0;37000;14
Istanbul;Bayrampaşa;3+1;90;False;False;False;False;0;37500;19
Istanbul;Bayrampaşa;3+1;95;False;False;False;False;0;41000;14
Istanbul;Bayrampaşa;3+1;65;True;True;True;True;1600;39500;10
Istanbul;Bayrampaşa;3+1;70;True;True;True;True;1800;41000;8
Istanbul;Bayrampaşa;3+1;75;True;True;True;True;1800;40500;11
Istanbul;Bayrampaşa;3+1;80;True;True;True;True;2000;39000;18
Istanbul;Bayrampaşa;3+1;85;True;True;True;True;2100;32000;20
Istanbul;Bayrampaşa;3+1;90;True;True;True;True;2200;35000;17
Istanbul;Bayrampaşa;3+1;95;True;True;True;True;2400;37000;14
Istanbul;Bayrampaşa;3+1;100;True;True;True;True;2400;36000;15
Istanbul;Bayrampaşa;3+1;85;True;True;True;True;3000;39000;12
Istanbul;Bayrampaşa;3+1;90;True;True;True;True;3000;40500;10
Istanbul;Bayrampaşa;3+1;95;True;True;True;True;3000;40500;11
Istanbul;Bayrampaşa;3+1;85;True;True;True;True;3200;41000;10
Istanbul;Bayrampaşa;3+1;90;True;True;True;True;3400;48500;7
Istanbul;Bayrampaşa;3+1;95;True;True;True;True;3000;43500;12
Istanbul;Bayrampaşa;3+1;80;True;True;True;True;3100;40000;16
Istanbul;Bayrampaşa;4+1;95;True;True;True;True;2800;65500;7
Istanbul;Bayrampaşa;4+1;100;True;True;True;True;2700;61500;10
Istanbul;Bayrampaşa;4+1;110;True;True;True;True;2400;60500;14
Istanbul;Bayrampaşa;4+1;85;True;True;True;True;1900;57000;21
Istanbul;Bayrampaşa;4+1;90;True;True;True;True;2700;62000;9
Istanbul;Bayrampaşa;4+1;95;True;True;True;True;2600;62500;10
Istanbul;Bayrampaşa;4+1;100;True;True;True;True;2600;68000;7
Istanbul;Bayrampaşa;4+1;110;True;True;True;True;2600;59500;16
Istanbul;Bayrampaşa;4+1;90;True;True;True;True;2400;64500;6
Istanbul;Bayrampaşa;4+1;95;True;True;True;True;2300;64500;6
Istanbul;Bayrampaşa;4+1;100;True;True;True;True;2500;70500;3
Istanbul;Bayrampaşa;4+1;110;True;True;True;True;2100;67000;14
Istanbul;Bayrampaşa;4+1;120;True;False;False;True;1000;54000;24
Istanbul;Bayrampaşa;4+1;95;True;False;False;True;1100;56500;23
Istanbul;Bayrampaşa;4+1;90;False;False;False;True;800;49000;26
Istanbul;Bayrampaşa;4+1;100;False;False;False;True;800;50000;28
Istanbul;Bayrampaşa;4+1;100;False;False;False;False;0;45000;30
Istanbul;Bayrampaşa;4+1;110;False;False;False;False;0;48500;29
Istanbul;Bayrampaşa;4+1;120;False;False;False;False;0;50500;26
Istanbul;Bayrampaşa;4+1;105;False;False;False;False;0;47500;27
Istanbul;Bayrampaşa;4+1;95;True;True;True;True;2600;59500;18
Istanbul;Bayrampaşa;4+1;105;True;True;True;True;3000;52500;27
Istanbul;Bayrampaşa;4+1;90;True;True;True;True;3800;61500;10
Istanbul;Bayrampaşa;4+1;120;True;True;True;True;3900;60000;17
Istanbul;Bayrampaşa;4+1;100;True;True;True;True;3900;62500;14
Istanbul;Bayrampaşa;4+1;105;True;True;True;True;4000;60500;18
Istanbul;Bayrampaşa;4+1;120;True;True;True;True;4100;67000;12
Istanbul;Bayrampaşa;4+1;90;True;True;True;True;4200;70000;8
Istanbul;Bayrampaşa;4+1;95;True;True;True;True;4300;75500;5
Istanbul;Bayrampaşa;4+1;100;True;True;True;True;4000;52000;25
Istanbul;Bahçelievler;1+1;55;False;False;False;False;0;6500;30
Istanbul;Bahçelievler;1+1;60;False;False;False;False;0;7500;30
Istanbul;Bahçelievler;1+1;50;False;False;False;False;0;11000;28
Istanbul;Bahçelievler;1+1;55;False;False;False;False;0;13500;25
Istanbul;Bahçelievler;1+1;65;False;False;False;False;0;13500;25
Istanbul;Bahçelievler;1+1;50;True;False;False;False;0;15000;25
Istanbul;Bahçelievler;1+1;60;False;False;False;False;0;16000;24
Istanbul;Bahçelievler;1+1;60;True;False;False;False;100;20000;20
Istanbul;Bahçelievler;1+1;60;True;False;False;True;2100;26500;18
Istanbul;Bahçelievler;1+1;60;True;False;False;True;200;27000;16
Istanbul;Bahçelievler;1+1;57;True;True;True;True;2200;30500;15
Istanbul;Bahçelievler;1+1;55;True;True;True;True;1000;31000;11
Istanbul;Bahçelievler;1+1;55;True;True;True;True;3000;42500;5
Istanbul;Bahçelievler;1+1;41;True;True;True;True;4120;23000;10
Istanbul;Bahçelievler;1+1;45;True;True;True;True;4500;30500;9
Istanbul;Bahçelievler;1+1;50;True;True;True;True;1000;30000;14
Istanbul;Bahçelievler;1+1;45;True;True;True;True;2800;30000;8
Istanbul;Bahçelievler;1+1;50;True;True;True;True;2500;35500;2
Istanbul;Bahçelievler;1+1;55;True;True;True;True;2500;45000;5
Istanbul;Bahçelievler;1+1;60;True;True;True;True;5200;43500;5
Istanbul;Bahçelievler;1+1;55;True;True;True;True;5000;44000;4
Istanbul;Bahçelievler;1+1;65;False;False;False;False;0;18000;28
Istanbul;Bahçelievler;1+1;75;False;False;False;False;100;18000;19
Istanbul;Bahçelievler;1+1;65;False;False;False;False;500;23000;11
